id,key,value,type
1054687802,highway,bus_stop,regular
1054699506,highway,bus_stop,regular
1055836023,name,Spatica Hospital,regular
1055836023,amenity,hospital,regular
1055836023,street,Outer Ring Road,addr
1058168424,name,Water Tower,regular
1058168424,man_made,water_tower,regular
1058171422,name,Basawanagudi Post Office,regular
1058171422,amenity,post_office,regular
1058171422,city,Bangalore,addr
1058171422,street,Krishna Rajendra Road,addr
1058302245,building,entrance,regular
1058302247,building,entrance,regular
1058729953,name,Infusion Restaurant,regular
1058729953,amenity,restaurant,regular
1058729953,city,"Doddanekundi, Bangalore",addr
1058729953,street,Outer Ring Road,addr
1058729953,housename,MR Kote Plaza,addr
1058729953,housenumber,95/3,addr
1058729959,amenity,atm,regular
1058729959,operator,Federal Bank ATM,regular
1058729959,city,"Doddanekundi, Marathahalli",addr
1058729959,street,Outer Ring Road,addr
1058729963,name,Reliance Fresh,regular
1058729963,shop,convenience,regular
1058729963,city,"Doddanekundi, Bangalore",addr
1058729963,street,Outer Ring Road,addr
1060580204,name,J C Nagar Post Office,regular
1060580204,amenity,post_office,regular
1060580204,street,Jayamahal Road,addr
1060580204,postcode,560005,addr
1060580206,name,Super talkies,regular
1060580206,amenity,cinema,regular
1061343614,name,Richmond Town Mosque,regular
1061343614,amenity,place_of_worship,regular
1061343614,religion,muslim,regular
1061343614,street,Richmond Road,addr
1061343639,name,Indian Oil,regular
1061343639,amenity,fuel,regular
1061343639,kn,\xe0\xb2\x87\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xaf\xe0\xb2\xa8\xe0\xb3\x8d \xe0\xb2\x86\xe0\xb2\xaf\xe0\xb2\xbf\xe0\xb2\xb2\xe0\xb3\x8d,name
1061343639,street,Rajaram Mohan Roy Road,addr
1065137172,name,Inox Cinema,regular
1065137172,amenity,cinema,regular
1065137172,street,Commissariat Road,addr
1065137172,housename,Garuda Mall,addr
1065137173,name,Alcohol Shop,regular
1065137173,shop,alcohol,regular
1065137176,name,Hotel Toms,regular
1065137176,tourism,hotel,regular
1065137176,street,Hosur Road,addr
1065137176,internet_access,wlan,regular
1065137176,fee,no,internet_access
1065137180,name,Ullas Refreshment,regular
1065137180,amenity,restaurant,regular
1065137180,cuisine,indian,regular
1065137180,internet_access,no,regular
1066041424,name,The Dunmore House Preschool,regular
1066041424,amenity,school,regular
1066041440,name,Bright Beginnings Preschool,regular
1066041440,amenity,school,regular
1067181192,name,Devine Hospital,regular
1067181192,amenity,hospital,regular
1067181192,kn,\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xb5\xe0\xb3\x88\xe0\xb2\xa8\xe0\xb3\x8d \xe0\xb2\x86\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x86,name
1067181200,name,Vijay Medicals,regular
1067181200,amenity,pharmacy,regular
1067181200,kn,\xe0\xb2\xb5\xe0\xb2\xbf\xe0\xb2\x9c\xe0\xb2\xaf\xe0\xb3\x8d \xe0\xb2\xae\xe0\xb3\x86\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\x95\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d,name
1067189842,name,Chinnappa Garden,regular
1067189842,highway,bus_stop,regular
1067189842,kn,\xe0\xb2\x9a\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xaa \xe0\xb2\x89\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb2\xb5\xe0\xb2\xa8,name
1067189842,housenumber,109,addr
1067190323,name,Marappa Garden ,regular
1067190323,highway,bus_stop,regular
1067190323,housenumber,109,addr
1067192719,name,ICICI Bank ATM,regular
1067192719,amenity,atm,regular
1067192719,street,Nandi Durg Road,addr
1067205123,name,Airtel Office,regular
1067205123,amenity,telephone,regular
1067205123,kn,\xe0\xb2\x8f\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x86\xe0\xb2\xb2\xe0\xb3\x8d,name
1067205123,street,Nandi Durg Road,addr
1067206582,name,Elements,regular
1067206582,amenity,restaurant,regular
1067206582,street,Nandi Durg Road,addr
1067214962,name,Jayamahal Shani Mandir,regular
1067214962,amenity,place_of_worship,regular
1067214962,kn,\xe0\xb2\x9c\xe0\xb2\xaf\xe0\xb2\xae\xe0\xb2\xb9\xe0\xb2\xb2\xe0\xb3\x8d \xe0\xb2\xb6\xe0\xb2\xa8\xe0\xb2\xbf \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa5\xe0\xb2\xbe\xe0\xb2\xa8,name
1067214962,religion,hindu,regular
1067307517,amenity,pharmacy,regular
1067307517,street,Sarjapur Road,addr
1067769814,url,http://www.jaaga.in/,regular
1067769814,name,Old Jaaga Space,regular
1067769814,landuse,residential,regular
1067769835,name,TV9,regular
1067769835,landuse,commercial,regular
1067789491,name,ITC Royal Gardenia Hotel,regular
1067789491,tourism,hotel,regular
1067789491,street,Rajaram Mohan Roy Road,addr
1067841642,name,HP,regular
1067841642,amenity,fuel,regular
1067841642,street,Residency Road,addr
1067841648,name,ICICI,regular
1067841648,amenity,atm,regular
1067841648,operator,ICICI,regular
1067841648,street,Residency Road,addr
1067841650,name,Brigade Road Bus Stand,regular
1067841650,amenity,bus_station,regular
1067841657,name,Subway,regular
1067841657,amenity,fast_food,regular
1067841657,street,Brigade Road,addr
1067841663,name,American Express,regular
1067841663,amenity,restaurant,regular
1067841663,street,Brigade Road,addr
1069245424,name,Kempegowda International Airport Bus Station,regular
1069245424,kn,\xe0\xb2\xac\xe0\xb2\xb8\xe0\xb3\x8d \xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb2\xbe\xe0\xb2\xa3,name
1069245424,public_transport,stop,regular
1070254109,name,Sagar Hospital Parking,regular
1070254109,amenity,parking,regular
1070314207,highway,bus_stop,regular
1070314214,highway,bus_stop,regular
1070314221,highway,traffic_signals,regular
1070314229,highway,traffic_signals,regular
1070314236,name,Banashankari BMTC,regular
1070314236,highway,bus_stop,regular
1070314237,name,Banashankari,regular
1070314237,railway,station,regular
1070314237,station,subway,regular
1070314237,operator,BMRCL,regular
1070361680,name,StJohns Hospital,regular
1070361680,highway,bus_stop,regular
1070361680,kn,\xe0\xb2\xb8\xe0\xb3\x86\xe0\xb2\x82\xe0\xb2\x9f\xe0\xb3\x8d \xe0\xb2\x9c\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d \xe0\xb2\x86\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x86,name
1070361680,local_ref,Sarjapur Road,regular
1070361701,highway,traffic_signals,regular
1070361728,man_made,water_tower,regular
1070361732,highway,traffic_signals,regular
1070361737,name,Koramangala Water Tank,regular
1070361737,highway,bus_stop,regular
1070361737,local_ref,KORAMANGALA RING ROAD,regular
1070361755,name,Hungry Panda,regular
1070361755,amenity,restaurant,regular
1070361755,cuisine,chinese,regular
1070361755,street,80 Feet Road,addr
1070361772,source,AND,regular
1070361772,highway,traffic_signals,regular
1070361799,source,AND,regular
1070361799,highway,traffic_signals,regular
1076567658,name,New City Super Market,regular
1076567658,shop,supermarket,regular
1076567658,street,Kaggadasspura Main Road Road,addr
1076571318,name,Trust,regular
1076571318,amenity,pharmacy,regular
1076571318,street,Kaggadasspura Main Road Road,addr
1077045094,name,Adaa,regular
1077045094,amenity,restaurant,regular
1077045094,cuisine,indian,regular
1077045094,city,Bangalore,addr
1077045094,street,Varthur Road,addr
1078161780,name,Reddys,regular
1078161780,amenity,restaurant,regular
1078161780,street,Kaggadasspura Main Road Road,addr
1078161782,name,Smart Cars,regular
1078161782,shop,car_repair,regular
1078161782,street,Kaggadasspura Main Road Road,addr
1078179963,name,Shaneeswara Temple,regular
1078179963,amenity,place_of_worship,regular
1078179963,kn,\xe0\xb2\xb6\xe0\xb2\xa8\xe0\xb3\x80\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xb0 \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa5\xe0\xb2\xbe\xe0\xb2\xa8,name
1078179963,religion,hindu,regular
1078183839,name,Bakers Park,regular
1078183839,amenity,fast_food,regular
1078188306,name,Gokula Petrol / Gas Station,regular
1078188306,brand,BP,regular
1078188306,amenity,fuel,regular
1078188306,operator,BP,regular
1078209943,name,Reliance Fresh,regular
1078209943,shop,supermarket,regular
1078209943,street,Kaggadasspura Main Road Road,addr
1078209945,atm,yes,regular
1078209945,name,State Bank of India,regular
1078209945,amenity,bank,regular
1078209945,kn,\xe0\xb2\xad\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb3\x80\xe0\xb2\xaf \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x87\xe0\xb2\x9f\xe0\xb3\x8d \xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\x95\xe0\xb3\x8d,name
1078209945,wikipedia,en:State Bank of India,regular
1078209945,short_name,SBI,regular
1078209945,wikidata,Q1340361,brand
1078209946,name,Nilgiris,regular
1078209946,shop,supermarket,regular
1078209946,kn,\xe0\xb2\xa8\xe0\xb3\x80\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\x97\xe0\xb2\xbf\xe0\xb2\xb0\xe0\xb3\x80\xe0\xb2\xb8\xe0\xb3\x8d,name
1078209946,street,Kaggadasspura Main Road Road,addr
1078214686,atm,yes,regular
1078214686,name,ICICI Bank,regular
1078214686,brand,ICICI,regular
1078214686,amenity,bank,regular
1078214686,en,ICICI Bank,name
1078214686,kn,\xe0\xb2\x90\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\x90\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\x90 \xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\x95\xe0\xb3\x81,name
1078214686,website,https://www.icicibank.com,regular
1078214686,wikipedia,en:ICICI Bank,regular
1078214686,short_name,ICICI,regular
1078214686,wikidata,Q1653258,brand
1078235338,name,Cosmos,regular
1078235338,shop,convenience,regular
1078235338,street,Kaggadasspura Main Road Road,addr
1078253111,name,Ramagondanahalli,regular
1078253111,highway,bus_stop,regular
1078253111,kn,\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\xae\xe0\xb2\x97\xe0\xb3\x8a\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb2\xa8\xe0\xb2\xb9\xe0\xb2\xb3\xe0\xb3\x8d\xe0\xb2\xb3\xe0\xb2\xbf,name
1078316967,name,Neev School,regular
1078316967,amenity,school,regular
1078369539,name,Dominos Pizza,regular
1078369539,amenity,fast_food,regular
1078369539,cuisine,pizza,regular
1078369539,kn,\xe0\xb2\xa1\xe0\xb2\xbe\xe0\xb2\xae\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb3\x8b\xe0\xb2\xb8\xe0\xb3\x8d,name
1078369539,street,100 Feet Road,addr
1078369543,name,Kund,regular
1078369543,amenity,restaurant,regular
1078369543,cuisine,indian,regular
1078369543,street,100 Feet Road,addr
1078399168,name,Cakes and Bakes,regular
1078399168,shop,bakery,regular
1078399175,name,Paratha Shop,regular
1078399175,amenity,fast_food,regular
1078399175,street,New BEL Road,addr
1078399205,amenity,fuel,regular
1078399205,operator,HP gas,regular
1078399205,street,New BEL Road,addr
1078399215,name,BEL Circle,regular
1078399215,highway,bus_stop,regular
1078399215,wheelchair,no,regular
1078399227,name,Barista,regular
1078399227,amenity,cafe,regular
1078399227,street,New BEL Road,addr
1080055848,name,Hotel Mahaveer,regular
1080055848,tourism,hotel,regular
1080055848,city,Bangalore,addr
1080055848,street,Tank Bund Road,addr
1080056446,name,Masjid-e-Aala,regular
1080056446,amenity,place_of_worship,regular
1080056446,religion,muslim,regular
1080056446,street,Bannerghatta Road,addr
1080536956,name,Cafe Coffee Day,regular
1080536956,is_in,Whitefield,regular
1080536956,phone,+91-80-41641300,regular
1080536956,amenity,cafe,regular
1080536956,cuisine,coffee_shop,regular
1080536956,city,Bangalore,addr
1080536956,street,Whitefield Main Road Road,addr
1080536956,postcode,560066,addr
1080728432,name,APS Public School,regular
1080728432,amenity,school,regular
1080728432,kn,\xe0\xb2\x8e\xe0\xb2\xaa\xe0\xb2\xbf\xe0\xb2\x8e\xe0\xb2\xb8\xe0\xb3\x8d \xe0\xb2\xaa\xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf\xe0\xb2\x95\xe0\xb3\x8d \xe0\xb2\xb6\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x86,name
1080728432,street,Bull Temple Road,addr
1080729956,name,Karanji Anjaneya Temple,regular
1080729956,amenity,place_of_worship,regular
1080729956,kn,\xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\x82\xe0\xb2\x9c\xe0\xb2\xbf \xe0\xb2\x85\xe0\xb2\x82\xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb3\x87\xe0\xb2\xaf \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbe\xe0\xb2\xa8,name
1080729956,religion,hindu,regular
1080729956,wheelchair,no,regular
1080729956,street,Bugle Rock Road,addr
1081506759,name,Chung WAH,regular
1081506759,is_in,Whitefield,regular
1081506759,phone,+91-80-41641300,regular
1081506759,amenity,restaurant,regular
1081506759,cuisine,chinese,regular
1081506759,city,Bangalore,addr
1081506759,street,Whitefield Main Road Road,addr
1081506759,postcode,560066,addr
1081506759,housenumber,3/3,addr
1083594059,name,Hoodi Circle,regular
1083594059,kn,\xe0\xb2\xb9\xe0\xb3\x82\xe0\xb2\xa1\xe0\xb2\xbf \xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4,name
1083594059,junction,yes,regular
1085530276,name,HOPCOMS,regular
1085530276,highway,bus_stop,regular
1085530276,kn,\xe0\xb2\xb9\xe0\xb2\xbe\xe0\xb2\xaa\xe0\xb3\x8d \xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xae\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d,name
1085530276,local_ref,Binni Pete,regular
1085546733,man_made,water_tower,regular
1085546801,name,Gymkhana Gate,regular
1085546801,barrier,gate,regular
1085546894,barrier,gate,regular
1085556874,name,National Institute of Advanced Studies - NIAS,regular
1085556874,amenity,college,regular
1085578877,atm,yes,regular
1085578877,name,Canara Bank,regular
1085578877,amenity,bank,regular
1085578877,en,Canara Bank,name
1085578877,kn,\xe0\xb2\x95\xe0\xb3\x86\xe0\xb2\xa8\xe0\xb2\xb0\xe0\xb2\xbe \xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\x95\xe0\xb3\x8d,name
1085578877,website,http://www.canarabank.com,regular
1085578877,wikipedia,en:Canara Bank,regular
1085578877,wikidata,Q2003777,brand
1085578881,name,Vara Siddhi Vinayaka Temple,regular
1085578881,amenity,place_of_worship,regular
1085578881,religion,hindu,regular
1085578886,name,More Convenience Store,regular
1085578886,shop,convenience,regular
1085578890,name,Muneshwara Temple,regular
1085578890,amenity,place_of_worship,regular
1085578890,kn,\xe0\xb2\xae\xe0\xb3\x81\xe0\xb2\xa8\xe0\xb3\x87\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xb0 \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa5\xe0\xb2\xbe\xe0\xb2\xa8,name
1085578890,religion,hindu,regular
1085604211,amenity,parking,regular
1085604311,barrier,gate,regular
1085604375,name,NIAS,regular
1085604375,amenity,parking,regular
1085622347,amenity,atm,regular
1085622347,operator,Canara Bank ATM,regular
1085622347,street,Near Bengaluru East Railway Station,addr
1085786938,name,Triveni School,regular
1085786938,amenity,school,regular
1085786938,street,Hesaraghetta Main Road Road,addr
1085786951,name,Lalbagh Nursing Home,regular
1085786951,amenity,hospital,regular
1085786951,kn,\xe0\xb2\xb2\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xac\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb3\x8d \xe0\xb2\xa8\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\x82\xe0\xb2\x97\xe0\xb3\x8d \xe0\xb2\xb9\xe0\xb3\x8b\xe0\xb2\x82,name
1085786951,street,Siddapura Road,addr
1085786958,name,Vijayashree International Public School,regular
1085786958,amenity,school,regular
1085786958,street,Hesaraghetta Main Road Road,addr
1085786963,name,Bangalore International Public School,regular
1085786963,amenity,school,regular
1085786963,street,Uttarahalli Main Road Road,addr
1085786985,name,Highgates Hotel,regular
1085786985,amenity,restaurant,regular
1085786985,kn,\xe0\xb2\xb9\xe0\xb3\x88\xe2\x80\x8c\xe0\xb2\x97\xe0\xb3\x87\xe0\xb2\x9f\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d \xe0\xb2\xb9\xe0\xb3\x8b\xe0\xb2\x9f\xe0\xb3\x86\xe0\xb2\xb2\xe0\xb3\x8d,name
1085786985,website,http://highgateshotel.com,regular
1085786985,street,Church Street,addr
1085799958,fax,+91-80-22264941,regular
1085799958,name,ITC Windsor Hotel,regular
1085799958,phone,+91-80-22269898,regular
1085799958,tourism,hotel,regular
1085799958,website,http://www.itcwelcomgroup.in/hotels/itcwindsor.aspx,regular
1085799958,alt_name,Windsor Manor,regular
1085799958,city,Bangalore,addr
1085799958,wheelchair,limited,regular
1085799958,street,Golf Course Road,addr
1085799958,postcode,560 052,addr
1085799958,housenumber,25,addr
1087693774,name,Tulasi Theatre,regular
1087693774,amenity,cinema,regular
1087693774,street,Varthur Road,addr
1087823607,name,Sir M Vishweshwariah,regular
1087823607,kn,\xe0\xb2\xb5\xe0\xb2\xbf\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb3\x87\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb2\xaf\xe0\xb3\x8d\xe0\xb2\xaf,name
1087823607,network,Namma Metro,regular
1087823607,railway,station,regular
1087823607,station,subway,regular
1087823607,alt_name,Central College,regular
1087823607,operator,BMRCL,regular
1087823607,platforms,2,regular
1087884426,name,Hotel Ganga Sagar,regular
1087884426,phone,+91-80-25704880,regular
1087884426,tourism,hotel,regular
1087884426,city,Bangalore,addr
1087884426,postcode,560095,addr
1087884426,housenumber,3,addr
1087901336,name,Ganesha Temple,regular
1087901336,amenity,place_of_worship,regular
1087901336,kn,\xe0\xb2\x97\xe0\xb2\xa3\xe0\xb3\x87\xe0\xb2\xb6 \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa5\xe0\xb2\xbe\xe0\xb2\xa8,name
1087901336,religion,hindu,regular
1088194054,barrier,gate,regular
1088194054,building,entrance,regular
1088196546,name,Mosque,regular
1088196546,amenity,place_of_worship,regular
1088196546,religion,muslim,regular
1088196546,street,GM Palya Main Road Road,addr
1088522380,name,KHB Colony,regular
1088522380,is_in,Koramangla 5th Block,regular
1088522380,place,locality,regular
1088522380,kn,\xe0\xb2\x95\xe0\xb3\x86 \xe0\xb2\x8e\xe0\xb2\x9a\xe0\xb3\x8d \xe0\xb2\xac\xe0\xb2\xbf \xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x8b\xe0\xb2\xa8\xe0\xb2\xbf,name
1091213717,name,"b""McDonalds""",regular
1091213717,amenity,fast_food,regular
1091213717,cuisine,burger,regular
1091213717,kn,\xe0\xb2\xae\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x95\xe0\xb3\x8d\xe2\x80\x8c\xe0\xb2\xa1\xe0\xb3\x8a\xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xa1\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb3\x8d\xe2\x80\x8c,name
1091213717,city,Bangalore,addr
1091213717,street,ITPL Main Road Road,addr
1091213725,name,Hotel Zaica,regular
1091213725,phone,+91-80-41162485,regular
1091213725,amenity,restaurant,regular
1091213725,cuisine,indian;asian,regular
1091213725,city,Bangalore,addr
1091213725,street,Brookfield Main Road Road,addr
1091213725,postcode,560066,addr
1091213725,housenumber,125,addr
1091242451,name,TVS,regular
1091242451,shop,motorcycle,regular
1091310741,name,Gangothri Restaurant,regular
1091310741,amenity,restaurant,regular
1091310741,street,80 Feet Road,addr
1091310749,name,Sapphire Toys,regular
1091310749,shop,toys,regular
1091310753,amenity,fuel,regular
1091310753,operator,IBP,regular
1091310753,street,80 Feet Road,addr
1091310756,name,Pizza Hut,regular
1091310756,amenity,fast_food,regular
1091310756,cuisine,pizza,regular
1091310756,street,80 Feet Road,addr
1091310761,name,Taco Bell,regular
1091310761,amenity,fast_food,regular
1091310761,street,Koramangala Inner Ring Road,addr
1091310765,atm,yes,regular
1091310765,name,State Bank of India,regular
1091310765,amenity,bank,regular
1091310765,kn,\xe0\xb2\xad\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb3\x80\xe0\xb2\xaf \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x87\xe0\xb2\x9f\xe0\xb3\x8d \xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\x95\xe0\xb3\x8d,name
1091310765,wikipedia,en:State Bank of India,regular
1091310765,short_name,SBI,regular
1091310765,wikidata,Q1340361,brand
1091414246,name,Matthan,regular
1091414246,amenity,restaurant,regular
1091835930,name,Cafe Coffee Day,regular
1091835930,amenity,cafe,regular
1091836227,amenity,cafe,regular
1091836227,name,Barista,regular
1091838021,city,Bangalore,addr
1091838021,postcode,560095,addr
1091838021,housename,Mobile Monday Bangalore Trust,addr
1091838021,housenumber,57,addr
1093355127,fax,+91-80-41985556,regular
1093355127,name,The Mark Boulevard,regular
1093355127,email,info@themarkboulevard.com,regular
1093355127,phone,+91-80-41985555,regular
1093355127,tourism,hotel,regular
1093355127,website,http://www.themarkboulevard.com/,regular
1093355127,city,Bangalore,addr
1093355127,street,"EPIP Zone, Whitefield",addr
1093355127,postcode,560066,addr
1093355127,housenumber,23,addr
1093355132,name,The Raymond Shop,regular
1093355132,shop,clothes,regular
1093355134,fax,+91-80-43311556,regular
1093355134,name,Lemon Tree Hotel,regular
1093355134,phone,+91-80-43311555,regular
1093355134,tourism,hotel,regular
1093355134,website,http://www.lemontreehotels.com/lemon-tree-hotel/bengaluru/whitefield.aspx,regular
1093355134,city,Bangalore,addr
1093355134,street,Epip Zone,addr
1093355134,housenumber,23,addr
1093355138,amenity,atm,regular
1093355138,operator,HDFC ATM,regular
1093355140,name,Beijing Bites,regular
1093355140,phone,+91-80-40930388;+91-80-40930488,regular
1093355140,amenity,restaurant,regular
1093355140,cuisine,chinese,regular
1093355140,website,http://www.beijingbites.com/,regular
1093355140,city,Bangalore,addr
1093355140,street,"Epip Industrial Area, Whitefield",addr
1093355140,postcode,560066,addr
1093355147,name,Jetking Computer Hardware and Networking,regular
1093355147,amenity,school,regular
1093355149,fax,+91-80-43311556,regular
1093355149,name,Lemon Tree Hotel,regular
1093355149,phone,+91-80-43311555,regular
1093355149,amenity,restaurant,regular
1093355149,website,http://www.clarionhotel.com/,regular
1093355149,city,Bangalore,addr
1093355149,street,Epip Zone,addr
1093355149,housenumber,23,addr
1093355151,fax,+91-80-41985556,regular
1093355151,name,The Mark Boulevard,regular
1093355151,email,info@themarkboulevard.com,regular
1093355151,phone,+91-80-41985555,regular
1093355151,amenity,restaurant,regular
1093355151,website,http://www.themarkboulevard.com/,regular
1093355151,city,Bangalore,addr
1093355151,street,"EPIP Zone, Whitefield",addr
1093355151,postcode,560066,addr
1093355151,housenumber,23,addr
1093355153,name,Dr. Batra Clinic,regular
1093355153,amenity,hospital,regular
1093360265,name,EPIP Bus Stop,regular
1093360265,bench,yes,regular
1093360265,highway,bus_stop,regular
1093360265,shelter,yes,regular
1094054658,name,Bajaj Motorcycle Showroom,regular
1094054658,shop,motorcycle,regular
1094054658,street,Whitefield Road,addr
1096305524,atm,no,regular
1096305524,name,Axis Bank,regular
1096305524,amenity,bank,regular
1096305524,en,Axis Bank,name
1096305524,kn,\xe0\xb2\x85\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb3\x8d \xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\x95\xe0\xb3\x8d,name
1096305524,website,https://www.axisbank.com,regular
1096305524,wikipedia,en:Axis Bank,regular
1096305524,wikidata,Q2003549,brand
1096656632,name,Nethaji Circle,regular
1096656632,place,locality,regular
1096656632,highway,mini_roundabout,regular
1096656632,kn,\xe0\xb2\xa8\xe0\xb3\x87\xe0\xb2\xa4\xe0\xb2\xbe\xe0\xb2\x9c\xe0\xb2\xbf \xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4,name
1096875581,shop,hairdresser,regular
1096956274,name,Government Soap Factory,regular
1096956274,highway,bus_stop,regular
1097018103,bus,yes,regular
1097018103,name,Mahalakshmi Layout,regular
1097018103,highway,bus_stop,regular
1097018103,shelter,yes,regular
1097018103,operator,BMTC,regular
1097018103,public_transport,stop_position,regular
1097028711,name,Nandini Layout,regular
1097028711,amenity,bus_station,regular
1097028711,kn,\xe0\xb2\xa8\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb2\xbf \xe0\xb2\xb2\xe0\xb3\x87\xe0\xb2\x94\xe0\xb2\x9f\xe0\xb3\x8d,name
1097028711,wheelchair,limited,regular
1097739305,amenity,toilets,regular
1097756160,name,Capgemini,regular
1097756160,landuse,commercial,regular
1097856034,name,The Grand Magrath Hotel,regular
1097856034,phone,+91-80-25551555,regular
1097856034,tourism,hotel,regular
1097856034,website,http://www.thegrandmagrath.com/,regular
1097856034,city,Bangalore,addr
1097856034,country,IN,addr
1097927623,name,Green Country Public School,regular
1097927623,amenity,school,regular
1097927623,street,Bellary Road,addr
1098024028,name,I Gate ITPL Road,regular
1098024028,highway,bus_stop,regular
1098024028,local_ref,WHITEFIELD,regular
1099038300,name,Vakil Marina Layout,regular
1099038300,place,neighbourhood,regular
